id,dex_number,region,slug,description,credit,enabled,catchable,abundance,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
320,320,hoenn,wailmer,"When it sucks in a large volume of seawater,
it becomes like a big, bouncy ball. It eats a ton
of food daily.",,1,4,384,ホエルコ,Hoeruko,Hoeruko,Wailmer,,Wailmer,Wailmer,Water,,,,,,20,1300,321,,130,70,35,70,35,60,,,,,
321,321,hoenn,wailord,"Its immense size is the reason for its popularity.
Wailord watching is a favorite sightseeing
activity in various parts of the world.",,1,4,96,ホエルオー,Hoeruō,Whaloh,Wailord,,Wailord,Wailord,Water,,,,,,145,3980,,320,170,90,45,90,45,60,,,,,
322,322,hoenn,numel,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokémon’s body grows heavy and its
movements become sluggish.",,1,1,384,ドンメル,Donmeru,Donmel,Numel,,Camaub,Chamallot,Fire,Ground,,,,,7,240,323,,60,60,40,65,45,35,,,,,
323,323,hoenn,camerupt,"The humps on Camerupt’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged.",,1,2,96,バクーダ,Bakūda,Bakuuda,Camerupt,,Camerupt,Camérupt,Fire,Ground,,,,,19,2200,,322,70,100,70,105,75,40,10087,,,,
324,324,hoenn,torkoal,"You find abandoned coal mines full of them.
They dig tirelessly in search of coal.",,1,2,96,コータス,Kōtasu,Cotoise,Torkoal,,Qurtel,Chartor,Fire,,,,,,5,804,,,70,85,140,85,70,20,,,,,
325,325,hoenn,spoink,"Spoink keeps a pearl on top of its head. The pearl functions to
amplify this Pokémon’s psychokinetic powers. It is therefore on
a constant search for a bigger pearl.",,1,2,384,バネブー,Banebū,Baneboo,Spoink,,Spoink,Spoink,Psychic,,,,,,7,306,326,,60,25,35,70,80,60,,,,,
326,326,hoenn,grumpig,"Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This Pokémon’s black pearls are valuable as works of art.",,1,1,96,ブーピッグ,Būpiggu,Boopig,Grumpig,,Groink,Groret,Psychic,,,,,,9,715,,325,80,45,65,90,110,80,,,,,
327,327,hoenn,spinda,"Each Spinda’s spot pattern is different. With its
stumbling movements, it evades opponents’
attacks brilliantly!",,1,1,96,パッチール,Patchīru,Patcheel,Spinda,,Pandir,Spinda,Normal,,,,,,11,50,,,60,60,60,60,60,60,,,,,
328,328,hoenn,trapinch,"It makes an inescapable conical pit and lies in
wait at the bottom for prey to come
tumbling down.",,1,2,1536,ナックラー,Nakkurā,Nuckrar,Trapinch,,Knacklion,Kraknoix,Ground,,,,,,7,150,329,,45,100,45,45,45,10,,,,,
329,329,hoenn,vibrava,"To help make its wings grow, it dissolves
quantities of prey in its digestive juices and
guzzles them down every day.",,1,1,384,ビブラーバ,Biburāba,Vibrava,Vibrava,,Vibrava,Vibraninf,Ground,Dragon,,,,,11,153,330,328,50,70,50,50,50,70,,,,,
330,330,hoenn,flygon,"It is nicknamed the Desert Spirit because the
flapping of its wings sounds like a woman singing.",,1,1,96,フライゴン,Furaigon,Flygon,Flygon,,Libelldra,Libégon,Ground,Dragon,,,,,20,820,,329,80,100,80,80,80,100,,,,,
331,331,hoenn,cacnea,"The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokémon battles by
wildly swinging its thorny arms.",,1,1,384,サボネア,Sabonea,Sabonea,Cacnea,,Tuska,Cacnea,Grass,,,,,,4,513,332,,50,85,40,85,40,35,,,,,
332,332,hoenn,cacturne,"If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokémon are
biding their time, waiting for the traveler to tire and become
incapable of moving.",,1,1,96,ノクタス,Nokutasu,Noctus,Cacturne,,Noktuska,Cacturne,Grass,Dark,,,,,13,774,,331,70,115,60,115,60,55,,,,,
333,333,hoenn,swablu,"Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokémon finds a stream and showers itself.",,1,1,384,チルット,Chirutto,Tyltto,Swablu,,Wablu,Tylton,Normal,Flying,,,,,4,12,334,,45,40,60,40,75,50,,,,,
334,334,hoenn,altaria,"Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder.",,1,1,96,チルタリス,Chirutarisu,Tyltalis,Altaria,,Altaria,Altaria,Dragon,Flying,,,,,11,206,,333,75,70,90,70,105,80,10067,,,,
335,335,hoenn,zangoose,"Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations.",,1,1,96,ザングース,Zangūsu,Zangoose,Zangoose,,Sengo,Mangriff,Normal,,,,,,13,403,,,73,115,60,60,60,90,,,,,
336,336,hoenn,seviper,"Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose.",,1,1,96,ハブネーク,Habunēku,Habunake,Seviper,,Vipitis,Séviper,Poison,,,,,,27,525,,,73,100,60,100,60,65,,,,,
337,337,hoenn,lunatone,"It was discovered at the site of a meteor strike
40 years ago. Its stare can lull its foes to sleep.",,1,2,96,ルナトーン,Runatōn,Lunatone,Lunatone,,Lunastein,Séléroc,Rock,Psychic,,,,,10,1680,,,90,55,65,95,85,70,,,,,
338,338,hoenn,solrock,"Solar energy is the source of its power, so it is
strong during the daytime. When it spins, its
body shines.",,1,2,96,ソルロック,Sorurokku,Solrock,Solrock,,Sonnfel,Solaroc,Rock,Psychic,,,,,12,1540,,,90,95,85,55,65,70,,,,,
339,339,hoenn,barboach,"It probes muddy riverbeds with its two long
whiskers. A slimy film protects its body.",,1,1,384,ドジョッチ,Dojotchi,Dojoach,Barboach,,Schmerbe,Barloche,Water,Ground,,,,,4,19,340,,50,48,43,46,41,60,,,,,
340,340,hoenn,whiscash,"It claims a large swamp to itself. If a foe comes
near it, it sets off tremors by thrashing around.",,1,4,96,ナマズン,Namazun,Namazun,Whiscash,,Welsar,Barbicha,Water,Ground,,,,,9,236,,339,110,78,73,76,71,60,,,,,
341,341,hoenn,corphish,"It was originally a Pokémon from afar that escaped
to the wild. It can adapt to the dirtiest river.",,1,2,384,ヘイガニ,Heigani,Heigani,Corphish,,Krebscorps,Écrapince,Water,,,,,,6,115,342,,43,80,65,50,35,35,,,,,
342,342,hoenn,crawdaunt,"A brutish Pokémon that loves to battle. It will
crash itself into any foe that approaches its nest.",,1,2,96,シザリガー,Shizarigā,Shizariger,Crawdaunt,,Krebutack,Colhomard,Water,Dark,,,,,11,328,,341,63,120,85,90,55,55,,,,,
343,343,hoenn,baltoy,"It was discovered in ancient ruins. While moving,
it constantly spins. It stands on one foot even
when asleep.",,1,2,384,ヤジロン,Yajiron,Yajilon,Baltoy,,Puppance,Balbuto,Ground,Psychic,,,,,5,215,344,,40,40,55,40,70,55,,,,,
344,344,hoenn,claydol,"It appears to have been born from clay dolls
made by ancient people. It uses telekinesis to
float and move.",,1,1,96,ネンドール,Nendōru,Nendoll,Claydol,,Lepumentas,Kaorine,Ground,Psychic,,,,,15,1080,,343,60,70,105,70,120,75,,,,,
345,345,hoenn,lileep,"It sticks to rocks with its powerful suckers and
can’t be washed away no matter how rough the
surf gets.",,1,1,384,リリーラ,Rirīra,Lilyla,Lileep,,Liliep,Lilia,Rock,Grass,,,,,10,238,346,,66,41,77,61,87,23,,,,,
346,346,hoenn,cradily,"This carnivorous Pokémon lived in primordial
seas. It catches prey in its eight tentacles and
dissolves them with digestive fluid as it eats.",,1,1,96,ユレイドル,Yureidoru,Yuradle,Cradily,,Wielie,Vacilys,Rock,Grass,,,,,15,604,,345,86,81,97,81,107,43,,,,,
347,347,hoenn,anorith,"This is one kind of primeval bug Pokémon.
With eight wings, it could apparently swim
a lot faster than you’d expect.",,1,1,384,アノプス,Anopusu,Anopth,Anorith,,Anorith,Anorith,Rock,Bug,,,,,7,125,348,,45,95,50,40,50,75,,,,,
348,348,hoenn,armaldo,"Armaldo adapted from living in water to living on
land. It has been determined that it is the
ancestor of some bug Pokémon.",,1,1,96,アーマルド,Āmarudo,Armaldo,Armaldo,,Armaldo,Armaldo,Rock,Bug,,,,,15,682,,347,75,125,100,70,80,45,,,,,
349,349,hoenn,feebas,"It is a shabby and ugly Pokémon. However, it is
very hardy and can survive on little water.",,1,4,384,ヒンバス,Hinbasu,Hinbass,Feebas,,Barschwa,Barpau,Water,,,,,,6,74,350,,20,15,20,10,55,80,,,,,
350,350,hoenn,milotic,"It’s said that a glimpse of a Milotic and its beauty
will calm any hostile emotions you’re feeling.",,1,1,96,ミロカロス,Mirokarosu,Milokaross,Milotic,,Milotic,Milobellus,Water,,,,,,62,1620,,349,95,60,79,100,125,81,,,,,
351,351,hoenn,castform,"Its form changes depending on the weather.
The rougher conditions get, the rougher
Castform’s disposition!",,1,1,96,ポワルン,Powarun,Powalen,Castform,,Formeo,Morphéo,Normal,,,,,,3,8,,,70,70,70,70,70,70,,,,,
352,352,hoenn,kecleon,"Its color changes for concealment and also
when its mood or health changes. The darker
the color, the healthier it is.",,1,1,96,カクレオン,Kakureon,Kakureon,Kecleon,,Kecleon,Kecleon,Normal,,,,,,10,220,,,60,90,70,60,120,40,,,,,
353,353,hoenn,shuppet,"There’s a proverb that says, “Shun the house
where Shuppet gather in the growing dusk.”",,1,2,384,カゲボウズ,Kagebōzu,Kagebouzu,Shuppet,,Shuppet,Polichombr,Ghost,,,,,,6,23,354,,44,75,35,63,33,45,,,,,
354,354,hoenn,banette,"Resentment at being cast off made it spring into
being. Some say that treating it well will satisfy
it, and it will once more become a stuffed toy.",,1,2,96,ジュペッタ,Jupetta,Juppeta,Banette,,Banette,Branette,Ghost,,,,,,11,125,,353,64,115,65,83,63,65,10056,,,,
355,355,hoenn,duskull,"Making itself invisible, it silently sneaks up to
prey. It has the ability to slip through thick walls.",,1,2,1536,ヨマワル,Yomawaru,Yomawaru,Duskull,,Zwirrlicht,Skelénox,Ghost,,,,,,8,150,356,,20,40,90,30,90,25,,,,,
356,356,hoenn,dusclops,"It seeks drifting will-o’-the-wisps and sucks them
into its empty body. What happens inside is
a mystery.",,1,2,384,サマヨール,Samayōru,Samayouru,Dusclops,,Zwirrklop,Téraclope,Ghost,,,,,,16,306,477,355,40,70,130,60,130,25,,,,,
357,357,hoenn,tropius,"Bunches of delicious fruit grow around its neck.
In warm areas, many ranches raise Tropius.",,1,1,96,トロピウス,Toropiusu,Tropius,Tropius,,Tropius,Tropius,Grass,Flying,,,,,20,1000,,,99,68,83,72,87,51,,,,,
358,358,hoenn,chimecho,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them.",,1,1,96,チリーン,Chirīn,Chirean,Chimecho,,Palimpalim,Éoko,Psychic,,,,,,6,10,,433,75,50,80,95,90,65,,,,,
359,359,hoenn,absol,"The elderly call it the disaster Pokémon and
detest it, but interest in its power to predict
disasters is on the rise.",,1,1,96,アブソル,Abusoru,Absol,Absol,,Absol,Absol,Dark,,,,,,12,470,,,65,130,60,75,60,75,10057,,,,
360,360,hoenn,wynaut,"It tends to move in a pack with others.
They cluster in a tight group to sleep in a cave.",,1,1,96,ソーナノ,Sōnano,Sohnano,Wynaut,,Isso,Okéoké,Psychic,,,,,,6,140,202,,95,23,48,23,48,23,,,,,
361,361,hoenn,snorunt,"It can only survive in cold areas. It bounces
happily around, even in environments as cold as
−150 degrees Fahrenheit.",,1,1,384,ユキワラシ,Yukiwarashi,Yukiwarashi,Snorunt,,Schneppke,Stalgamin,Ice,,,,,,7,168,362 478,,50,50,50,50,50,50,,,,,
362,362,hoenn,glalie,"It can instantly freeze moisture in the
atmosphere. It uses this power to freeze its foes.",,1,2,96,オニゴーリ,Onigōri,Onigohri,Glalie,,Firnontor,Oniglali,Ice,,,,,,15,2565,,361,80,80,80,80,80,80,10074,,,,
363,363,hoenn,spheal,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea.",,1,1,1536,タマザラシ,Tamazarashi,Tamazarashi,Spheal,,Seemops,Obalie,Ice,Water,,,,,8,395,364,,70,40,50,55,50,25,,,,,
364,364,hoenn,sealeo,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not.",,1,1,384,トドグラー,Todogurā,Todoggler,Sealeo,,Seejong,Phogleur,Ice,Water,,,,,11,876,365,363,90,60,70,75,70,45,,,,,
365,365,hoenn,walrein,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly.",,1,1,96,トドゼルガ,Todozeruga,Todoseruga,Walrein,,Walraisa,Kaimorse,Ice,Water,,,,,14,1506,,364,110,80,90,95,90,65,,,,,
366,366,hoenn,clamperl,"Clamperl’s pearls are exceedingly precious.
They can be more than 10 times as costly
as Shellder’s pearls.",,1,1,384,パールル,Pāruru,Pearlulu,Clamperl,,Perlu,Coquiperl,Water,,,,,,4,525,367 368,,35,64,85,74,55,32,,,,,
367,367,hoenn,huntail,"Deep seas are their habitat. According to
tradition, when Huntail wash up onshore,
something unfortunate will happen.",,1,4,96,ハンテール,Hantēru,Huntail,Huntail,,Aalabyss,Serpang,Water,,,,,,17,270,,366,55,104,105,94,75,52,,,,,
368,368,hoenn,gorebyss,"It sucks bodily fluids out of its prey. The
leftover meat sinks to the seafloor, where it
becomes food for other Pokémon.",,1,1,96,サクラビス,Sakurabisu,Sakurabyss,Gorebyss,,Saganabyss,Rosabyss,Water,,,,,,18,226,,366,55,84,105,114,75,52,,,,,
369,369,hoenn,relicanth,"The reason it hasn’t changed at all in a hundred
million years is that it’s apparently already a
perfect life-form.",,1,2,96,ジーランス,Jīransu,Glanth,Relicanth,,Relicanth,Relicanth,Water,Rock,,,,,10,234,,,100,90,130,45,65,55,,,,,
370,370,hoenn,luvdisc,"Luvdisc makes its home in coral reefs in warm
seas. It especially likes sleeping in the space
between Corsola’s branches.",,1,1,96,ラブカス,Rabukasu,Lovecus,Luvdisc,,Liebiskus,Lovdisc,Water,,,,,,6,87,,,43,30,55,40,65,97,,,,,
371,371,hoenn,bagon,"Some theories suggest that its behavior
of forcefully bashing its head into things
stimulates cells that affect its evolution.",,1,2,1024,タツベイ,Tatsubei,Tatsubay,Bagon,,Kindwurm,Draby,Dragon,,,,,,6,421,372,,45,75,60,40,30,50,,,,,
372,372,hoenn,shelgon,"Shelgon lives deep within caves. It stays shut
up in its hard shell, dreaming of the day it will
be able to fly.",,1,2,256,コモルー,Komorū,Komoruu,Shelgon,,Draschel,Drackhaus,Dragon,,,,,,11,1105,373,371,65,95,100,60,50,50,,,,,
373,373,hoenn,salamence,"Thanks to its fervent wishes, the cells in its
body finally mutated, and at last it has its
heart’s desire—wings.",,1,2,64,ボーマンダ,Bōmanda,Bohmander,Salamence,,Brutalanda,Drattak,Dragon,Flying,,,,,15,1026,,372,95,135,80,110,80,100,10089,,,,
374,374,hoenn,beldum,"If you anger it, it will do more than rampage. It
will also burst out strong magnetism, causing
nearby machines to break.",,1,2,1024,ダンバル,Danbaru,Dumbber,Beldum,,Tanhel,Terhal,Steel,Psychic,,,,,6,952,375,,40,55,80,35,60,30,,,,,
375,375,hoenn,metang,"It flies at high speeds around the skies. When it
finds its prey, Metang takes a firm grip with its
sharp claws and never lets go.",,1,2,256,メタング,Metangu,Metang,Metang,,Metang,Métang,Steel,Psychic,,,,,12,2025,376,374,60,75,100,55,80,50,,,,,
376,376,hoenn,metagross,"It analyzes its opponents with more accuracy
than a supercomputer, which enables it to
calmly back them into a corner.",,1,2,64,メタグロス,Metagurosu,Metagross,Metagross,,Metagross,Métalosse,Steel,Psychic,,,,,16,5500,,375,80,135,130,95,90,70,10076,,,,
377,377,hoenn,regirock,"Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations.",,1,2,6,レジロック,Rejirokku,Regirock,Regirock,,Regirock,Regirock,Rock,,,1,,,17,2300,,,80,100,200,50,100,50,,,,,
378,378,hoenn,regice,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma.",,1,2,6,レジアイス,Rejiaisu,Regice,Regice,,Regice,Regice,Ice,,,1,,,18,1750,,,80,50,100,100,200,50,,,,,
379,379,hoenn,registeel,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth.",,1,2,6,レジスチル,Rejisuchiru,Registeel,Registeel,,Registeel,Registeel,Steel,,,1,,,19,2050,,,80,75,150,75,150,50,,,,,
380,380,hoenn,latias,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance.",,1,1,6,ラティアス,Ratiasu,Latias,Latias,,Latias,Latias,Dragon,Psychic,,1,,,14,400,,,80,80,90,110,130,110,10062,,,,
381,381,hoenn,latios,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.",,1,1,6,ラティオス,Ratiosu,Latios,Latios,,Latios,Latios,Dragon,Psychic,,1,,,20,600,,,80,90,80,130,110,110,10063,,,,
382,382,hoenn,kyogre,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature.",,1,1,6,カイオーガ,Kaiōga,Kyogre,Kyogre,,Kyogre,Kyogre,Water,,,1,,,45,3520,,,100,100,90,150,140,90,10077,,,,
383,383,hoenn,groudon,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world.",,1,2,6,グラードン,Gurādon,Groudon,Groudon,,Groudon,Groudon,Ground,,,1,,,35,9500,,,100,150,140,100,90,90,10078,,,,
384,384,hoenn,rayquaza,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve.",,1,1,6,レックウザ,Rekkūza,Rayquaza,Rayquaza,,Rayquaza,Rayquaza,Dragon,Flying,,1,,,70,2065,,,105,150,90,150,90,95,10079,,,,
385,385,hoenn,jirachi,"It’s believed that when this Pokémon wakes from
its 1,000-year slumber, it will grant any wishes
written on the notes attached to its head.",,1,1,12,ジラーチ,Jirāchi,Jirachi,Jirachi,,Jirachi,Jirachi,Steel,Psychic,1,,,,3,11,,,100,100,100,100,100,100,,,,,
